Time,KS_X,KS_Y,Gierwinkel,Geschw_X,Geschw_Y,Giergeschwindigkeit
5.352,222.99999718611,0.18908526336052,0.0700758063669272,40.9643019609885,1.08341295723721,0.248909953184061
5.356,223.238970779485,0.195464040292555,0.0715206894146399,40.9519988930937,1.10313927220554,0.246355408397173
5.36,223.358430651917,0.198696647820299,0.0722374555895653,40.9458438925089,1.1130410749257,0.24502747610672
5.364,223.477872565623,0.201958169629674,0.0729503064700967,40.9396868092274,1.12296412031583,0.24366962244493
5.368,223.717018972073,0.208577067510687,0.0743657586014838,40.9273502718082,1.14289361914145,0.240866715292916
5.372,223.836565141579,0.211930233610928,0.0750672644021729,40.9211782658016,1.1528950347425,0.239417858014722
5.376,223.956093278662,0.215312641071403,0.0757644998437431,40.9150040169473,1.1629162285899,0.237941331837817
5.38,224.19516640717,0.222167490591938,0.0771462261890812,40.9026453531939,1.18301701993239,0.234910747070934
5.384,224.314675880742,0.225639016418875,0.0778303749556078,40.8964620287391,1.19310187867068,0.233351390187565
5.388,224.553936099498,0.232679382852911,0.0791864753536307,40.8840731521652,1.21334681704732,0.23015616259828
5.392,224.673686741237,0.236248469257436,0.0798582621079647,40.8778672819932,1.22350916404146,0.228519032880616
5.396,224.793419201424,0.239847339639004,0.0805252253591878,40.8716585057003,1.23369357583438,0.226854295299817
5.4,225.033410497909,0.247152540815888,0.0818475233173976,40.8592033723906,1.2541577144619,0.223450292466759
5.404,225.153669142137,0.250859253883936,0.0825026793590841,40.8529566695612,1.26443982602263,0.221709611533422
5.408,225.273909396129,0.254596245774472,0.0831526867314754,40.8467068543358,1.27474268339454,0.219943225769461
5.412,225.514870790174,0.26217833565633,0.0844397810515631,40.8341713580538,1.29543579446953,0.216342202648936
5.416,225.635591749509,0.266023788381097,0.0850767017292847,40.8278853125323,1.30582849405013,0.214506104179573
5.42,225.75629412002,0.269899979519651,0.0857081718300754,40.8215959364117,1.3162406281385,0.212646186694551
5.424,225.997857940448,0.277751866603515,0.086955565935387,40.8089974413447,1.33712024562944,0.208868915282016
5.428,226.118719306727,0.28172774672843,0.0875713629693974,40.80268795244,1.3475901863774,0.20695013383469
5.432,226.2395619814,0.285734646287846,0.0881814581000259,40.7963749214131,1.35807814989263,0.205009528810337
5.436,226.481182189433,0.293841431481971,0.0893842267305426,40.7837402451243,1.37908536771255,0.20108073273935
5.44,226.601959707185,0.29794137750144,0.0899768064884544,40.7774182248051,1.38960709588586,0.199091123582126
5.444,226.843458548278,0.306234828713645,0.0911441791921859,40.7647633627814,1.41069439897917,0.195057266446657
5.448,226.964283632246,0.310432058554347,0.0917193419443902,40.758425837266,1.42125839538409,0.193019871417892
5.452,227.085089925144,0.314660621160415,0.0922884413012157,40.7520845869232,1.43183572018909,0.190965853605658
5.456,227.326646095718,0.323211869471671,0.0934082802323067,40.7393906318605,1.45302979354823,0.186809282327775
5.46,227.447782528423,0.327548543195434,0.0939606630197482,40.7330183626641,1.46366987241032,0.184708604057427
5.464,227.56890000623,0.331916874177295,0.0945067777094214,40.7266421336216,1.47432188765869,0.182593249230066
5.468,227.811078052257,0.340748616471877,0.0955800559032042,40.7138775051959,1.49566120110035,0.178319821937169
5.472,227.93261477056,0.345229737856864,0.096109181331666,40.7074647729825,1.50637979620653,0.176161938642751
5.476,228.054132338228,0.349742873435241,0.0966318460806452,40.7010478267109,1.51710899787236,0.173991285712609
5.48,228.297109973636,0.358865279834556,0.0976576692251315,40.6882009883391,1.53859874625769,0.169612957374996
5.484,228.418810500171,0.363483791825096,0.0981617291748471,40.6817591960268,1.54936968599434,0.167409735887306
