Time,KS_X,KS_Y,Gierwinkel,Geschw_X,Geschw_Y,Giergeschwindigkeit
57.152,834.673042553412,15.9980023869399,0.882812550575212,4.74035060975746,5.51966964727858,-0.161504592049321
57.156,834.673042553412,15.9980023869399,0.882812550575212,4.74035060975746,5.51966964727858,-0.161504592049321
57.16,834.707196005836,16.0377182295443,0.881645771071839,4.74733281216748,5.51320783743171,-0.162621303621379
57.164,834.707196005836,16.0377182295443,0.881645771071839,4.74733281216748,5.51320783743171,-0.162621303621379
57.168,834.74139984436,16.0773873772512,0.880470957489602,4.75434777997933,5.506697851081,-0.163736488870702
57.172,834.74139984436,16.0773873772512,0.880470957489602,4.75434777997933,5.506697851081,-0.163736488870702
57.176,834.775654304451,16.1170094825571,0.879288120695687,4.76139524826672,5.50013962354023,-0.164850126538377
57.18,834.775654304451,16.1170094825571,0.879288120695687,4.76139524826672,5.50013962354023,-0.164850126538377
57.184,834.80981556471,16.1564182369652,0.878102285223954,4.76844517092239,5.49356092360565,-0.165957529398442
57.188,834.844027482059,16.1957796544395,0.876908515995144,4.77552684051847,5.48693419274962,-0.167063381215921
57.192,834.844027482059,16.1957796544395,0.876908515995144,4.77552684051847,5.48693419274962,-0.167063381215921
57.196,834.878290282715,16.2350933906939,0.875706824348461,4.78264002627737,5.4802593156545,-0.168167679893013
57.2,834.878290282715,16.2350933906939,0.875706824348461,4.78264002627737,5.4802593156545,-0.168167679893013
57.204,834.912604192195,16.2743590999043,0.874497221299736,4.78978446106392,5.47353623039461,-0.169270404593155
57.208,834.912604192195,16.2743590999043,0.874497221299736,4.78978446106392,5.47353623039461,-0.169270404593155
57.212,834.946832980757,16.3134209277479,0.87328456419773,4.7969313398248,5.4667918483654,-0.170367165811429
57.216,834.946832980757,16.3134209277479,0.87328456419773,4.7969313398248,5.4667918483654,-0.170367165811429
57.22,834.98111291337,16.3524344234159,0.872064080902963,4.80410873389435,5.45999945091969,-0.171462349409784
57.224,835.015444206548,16.3913992441127,0.870835782895482,4.81131641001901,5.45315892487081,-0.172555953333531
57.228,835.015444206548,16.3913992441127,0.870835782895482,4.81131641001901,5.45315892487081,-0.172555953333531
57.232,835.049827076095,16.4303150455173,0.869599681338878,4.81855409886443,5.44627021116813,-0.173647957154751
57.236,835.049827076095,16.4303150455173,0.869599681338878,4.81855409886443,5.44627021116813,-0.173647957154751
57.24,835.084132432423,16.4690357394415,0.868360469335495,4.82579419989653,5.43935938123683,-0.17473424932274
57.244,835.084132432423,16.4690357394415,0.868360469335495,4.82579419989653,5.43935938123683,-0.17473424932274
57.248,835.118489399757,16.5077070984337,0.867113535076046,4.83306359777308,5.43240054043168,-0.175818937565907
57.252,835.152898185115,16.5463287810312,0.865858890180743,4.840362056788,5.42539357778631,-0.176902019868017
57.256,835.152898185115,16.5463287810312,0.865858890180743,4.840362056788,5.42539357778631,-0.176902019868017
57.26,835.187358994806,16.5849004442581,0.864596545960159,4.84768930542098,5.41833843723921,-0.177983476197476
57.264,835.187358994806,16.5849004442581,0.864596545960159,4.84768930542098,5.41833843723921,-0.177983476197476
