Time,KS_X,KS_Y,Gierwinkel,Geschw_X,Geschw_Y,Giergeschwindigkeit
54.116,354.677558614194,186.424438052147,29.7410866124887,0.675237605348776,-1.61070440934711,0.567464635852017
54.12,354.680887125034,186.416529221911,29.7438745968631,0.679694239622747,-1.60873136969267,0.567436709937144
54.124,354.684237367084,186.408630468899,29.7466623191176,0.68414470807671,-1.60674620230784,0.567408791270186
54.128,354.687609459347,186.400741498909,29.7494499042365,0.688589176251157,-1.60474883546238,0.567380878014138
54.132,354.691003372188,186.39286237189,29.7522373523314,0.693027610729263,-1.60273928669259,0.56735296968338
54.136,354.691003372188,186.39286237189,29.7522373523314,0.693027610729263,-1.60273928669259,0.56735296968338
54.14,354.694419075957,186.384993147585,29.7550246633415,0.697459979198596,-1.60071757603202,0.567325066593547
54.144,354.697856386638,186.377134236955,29.757811712472,0.701886051604402,-1.59868381533952,0.567297170741063
54.148,354.701315426379,186.369285347449,29.7605986245849,0.706305992472513,-1.59663793113291,0.567269280291718
54.152,354.704796164903,186.361446538639,29.763385399792,0.710719768613765,-1.59457994130207,0.567241394760514
54.156,354.70829857192,186.353617869889,29.7661720380324,0.715127347970546,-1.59250986621963,0.567213514462609
54.16,354.70829857192,186.353617869889,29.7661720380324,0.715127347970546,-1.59250986621963,0.567213514462609
54.164,354.711822459016,186.3457997497,29.7689584146315,0.719528502009185,-1.59042782017242,0.567185641391524
54.168,354.715367951469,186.3379918872,29.7717446543312,0.723923394225299,-1.58833372793924,0.567157773715822
54.172,354.718935018363,186.330194341576,29.7745307572429,0.728311991661035,-1.58622760776056,0.567129910951128
54.176,354.722523628772,186.322407171808,29.7773167233057,0.732694262517037,-1.58410948034486,0.567102053412123
54.18,354.722523628772,186.322407171808,29.7773167233057,0.732694262517037,-1.58410948034486,0.567102053412123
54.184,354.726133589921,186.314630783885,29.7801024279672,0.737069979808201,-1.58197946238523,0.567074203089412
54.188,354.729765030191,186.306864888652,29.782887995847,0.741439305979451,-1.57983747693688,0.567046358154344
54.192,354.733417918034,186.299109544905,29.7856734270565,0.74580220830782,-1.57768354258791,0.567018518123168
54.196,354.737092221889,186.291364811233,29.7884587215349,0.750158655255627,-1.57551768037932,0.566990683310085
54.2,354.737092221889,186.291364811233,29.7884587215349,0.750158655255627,-1.57551768037932,0.566990683310085
54.204,354.740787744657,186.283631091067,29.7912437548515,0.754508421410957,-1.57334000938975,0.566962855702792
54.208,354.744504617799,186.275908097001,29.794028651504,0.758851668150339,-1.57115045096519,0.566935033475419
54.212,354.748242809135,186.268195887434,29.7968134116038,0.763188362989273,-1.56894902403835,0.566907216144833
54.216,354.752002286482,186.260494520558,29.7995980350902,0.767518474655077,-1.56673574997949,0.566879404024763
54.22,354.755782848443,186.252804397204,29.8023823976524,0.771841779330995,-1.56451075023298,0.566851599100014
54.224,354.755782848443,186.252804397204,29.8023823976524,0.771841779330995,-1.56451075023298,0.566851599100014
54.228,354.759584629537,186.245125231745,29.8051666236681,0.77615843731007,-1.56227394444901,0.566823799547479
54.232,354.763407596963,186.237457082173,29.8079507132483,0.78046841634976,-1.5600253519018,0.566796004884642
54.236,354.767251717914,186.229800006278,29.8107346663326,0.784771685445733,-1.55776499428753,0.566768215424757
54.24,354.771116786735,186.222154402245,29.8135183587313,0.789068022402261,-1.55549299539419,0.566740433149735
54.244,354.771116786735,186.222154402245,29.8135183587313,0.789068022402261,-1.55549299539419,0.566740433149735
54.248,354.775002940977,186.214519986258,29.8163019147007,0.793357586409792,-1.55320927319178,0.566712656239234
54.252,354.77891014722,186.206896815899,29.819085334352,0.797640345471218,-1.55091384729297,0.566684884211358
54.256,354.782838372042,186.199284948547,29.8218686176245,0.801916268853812,-1.54860673971649,0.566657117378888
54.26,354.786787405562,186.191684779697,29.8246516404491,0.806185136005581,-1.54628807657308,0.566629357720848
54.264,354.790757388342,186.184096027377,29.8274345269616,0.810447104998369,-1.54395777416687,0.566601603419655
54.268,354.790757388342,186.184096027377,29.8274345269616,0.810447104998369,-1.54395777416687,0.566601603419655
54.272,354.794748286346,186.176518748751,29.830217277273,0.814702144083953,-1.54161585244586,0.566573853994028
54.276,354.798760065542,186.168953000781,29.8329998913225,0.818950222804445,-1.53926233374791,0.566546109756274
54.28,354.802792511859,186.161399176231,29.8357822451613,0.823191122274553,-1.53689734648517,0.566518372682544
54.284,354.806845768842,186.153856995,29.8385644628049,0.827424999431153,-1.53452080531066,0.566490640958001
54.288,354.806845768842,186.153856995,29.8385644628049,0.827424999431153,-1.53452080531066,0.566490640958001
54.292,354.81091980185,186.146326513829,29.8413465443641,0.831651822778308,-1.53213273050453,0.56646291410198
54.296,354.815014576244,186.138807789257,29.8441284897785,0.835871562136169,-1.52973314472034,0.566435192426316
54.3,354.819129873798,186.13130121127,29.8469101752198,0.840084000310846,-1.52732217864895,0.56640747790428
54.304,354.823265841018,186.123806501672,29.8496917245827,0.844289293086068,-1.52489974530828,0.566379768723787
54.308,354.823265841018,186.123806501672,29.8496917245827,0.844289293086068,-1.52489974530828,0.566379768723787
54.312,354.827422442659,186.116323716775,29.852473137978,0.848487409221535,-1.52246586530747,0.566352064404786
54.316,354.831599643482,186.108852912689,29.855254415345,0.852678318818581,-1.52002056161229,0.566324365258642
54.32,354.835797221141,186.101394476584,29.8580354329744,0.856861806394437,-1.51756396717209,0.566296673255772
54.324,354.840015325077,186.093948132196,29.860816314642,0.861038026566436,-1.51509599338322,0.566268986586817
54.328,354.844253919449,186.086513935399,29.8635970604584,0.865206948353228,-1.51261666118053,0.566241304772339
54.332,354.844253919449,186.086513935399,29.8635970604584,0.865206948353228,-1.51261666118053,0.566241304772339
54.336,354.848512968423,186.079091941867,29.8663776703631,0.869368542140416,-1.51012599383858,0.566213628123233
54.34,354.85279224557,186.071682535912,29.869158020767,0.873522594181662,-1.50762412654135,0.566185958607051
54.344,354.857091903242,186.06428544323,29.8719382353254,0.877669257908943,-1.50511096908061,0.566158294417171
54.348,354.861411905005,186.056900719257,29.874718314149,0.881808502603158,-1.50258654271373,0.566130635074767
54.352,354.861411905005,186.056900719257,29.874718314149,0.881808502603158,-1.50258654271373,0.566130635074767
54.356,354.865752214433,186.049528419224,29.8774982571774,0.885940298937253,-1.50005087102047,0.566102980890267
54.36,354.870112601056,186.042168924539,29.8802779409407,0.890064434922678,-1.49750409139754,0.566075333828366
54.364,354.874493220107,186.034821962894,29.8830574889748,0.894181062790968,-1.49494611204723,0.56604769208517
54.368,354.878894034566,186.027487589275,29.8858369013903,0.898290152088492,-1.49237695454611,0.566020055182466
54.372,354.883315007423,186.020165858466,29.8886161781267,0.902391673778573,-1.48979664277561,0.565992423430211
54.376,354.883315007423,186.020165858466,29.8886161781267,0.902391673778573,-1.48979664277561,0.565992423430211
54.38,354.887755904201,186.01285714893,29.8913951958342,0.906485417653466,-1.48720531632184,0.565964798790246
54.384,354.892216882989,186.005561190382,29.8941740779288,0.910571534727425,-1.48460288181403,0.565937179461405
54.388,354.896697906186,185.998278037356,29.8969528245206,0.914649994815505,-1.4819893611446,0.565909564966084
54.392,354.901198936206,185.99100774418,29.8997314355493,0.918720769174364,-1.47936477849308,0.565881955613775
54.396,354.901198936206,185.99100774418,29.8997314355493,0.918720769174364,-1.47936477849308,0.565881955613775
54.4,354.905719734595,185.983750686338,29.9025097877828,0.9227836493954,-1.47672927561431,0.565854353363489
54.404,354.91026046228,185.976506595593,29.9052880045192,0.926838785263384,-1.47408275757816,0.565826756416762
54.408,354.914821081082,185.969275526018,29.9080660858686,0.930886146865197,-1.47142524658958,0.565799164296598
54.412,354.919401552843,185.962057531481,29.9108440317708,0.934925705753764,-1.46875676712262,0.565771577312023
54.416,354.919401552843,185.962057531481,29.9108440317708,0.934925705753764,-1.46875676712262,0.565771577312023
54.42,354.924001635179,185.954852984438,29.9136217191143,0.938957255345824,-1.46607746307462,0.565743997419195
54.424,354.928621491818,185.947661618737,29.9163992710765,0.942980944176471,-1.46338723797524,0.565716422822375
